Type	Symbol	Name	ID	URL	Locus type	status
gene	MIR4252	microRNA 4252	HGNC:38384	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38384	RNA, micro	Approved
gene	MIR4253	microRNA 4253	HGNC:38231	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38231	RNA, micro	Approved
gene	MIR4254	microRNA 4254	HGNC:38193	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38193	RNA, micro	Approved
gene	MIR4255	microRNA 4255	HGNC:38187	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38187	RNA, micro	Approved
gene	MIR4256	microRNA 4256	HGNC:38388	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38388	RNA, micro	Approved
gene	MIR4257	microRNA 4257	HGNC:38312	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38312	RNA, micro	Approved
gene	MIR4258	microRNA 4258	HGNC:38281	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38281	RNA, micro	Approved
gene	MIR4259	microRNA 4259	HGNC:38309	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38309	RNA, micro	Approved
gene	MIR4260	microRNA 4260	HGNC:38179	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38179	RNA, micro	Approved
gene	MIR4261	microRNA 4261	HGNC:38272	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38272	RNA, micro	Approved
gene	MIR4262	microRNA 4262	HGNC:38308	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38308	RNA, micro	Approved
gene	MIR4263	microRNA 4263	HGNC:38365	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38365	RNA, micro	Approved
gene	MIR4264	microRNA 4264	HGNC:38338	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38338	RNA, micro	Approved
gene	MIR4265	microRNA 4265	HGNC:38358	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38358	RNA, micro	Approved
gene	MIR4266	microRNA 4266	HGNC:38175	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38175	RNA, micro	Approved
gene	MIR4267	microRNA 4267	HGNC:38286	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38286	RNA, micro	Approved
gene	MIR4268	microRNA 4268	HGNC:38352	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38352	RNA, micro	Approved
gene	MIR4269	microRNA 4269	HGNC:38291	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38291	RNA, micro	Approved
gene	MIR4270	microRNA 4270	HGNC:38377	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38377	RNA, micro	Approved
gene	MIR4271	microRNA 4271	HGNC:38332	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38332	RNA, micro	Approved
gene	MIR4272	microRNA 4272	HGNC:38303	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38303	RNA, micro	Approved
gene	MIR4273	microRNA 4273	HGNC:38339	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38339	RNA, micro	Approved
gene	MIR4274	microRNA 4274	HGNC:38194	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38194	RNA, micro	Approved
gene	MIR4275	microRNA 4275	HGNC:38293	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38293	RNA, micro	Approved
gene	MIR4276	microRNA 4276	HGNC:38232	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38232	RNA, micro	Approved
gene	MIR4277	microRNA 4277	HGNC:38367	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38367	RNA, micro	Approved
gene	MIR4278	microRNA 4278	HGNC:38243	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38243	RNA, micro	Approved
gene	MIR4279	microRNA 4279	HGNC:38195	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38195	RNA, micro	Approved
gene	MIR4280	microRNA 4280	HGNC:38334	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38334	RNA, micro	Approved
gene	MIR4281	microRNA 4281	HGNC:38357	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38357	RNA, micro	Approved
gene	MIR4282	microRNA 4282	HGNC:38189	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38189	RNA, micro	Approved
gene	MIR4283-1	microRNA 4283-1	HGNC:38238	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38238	RNA, micro	Approved
gene	MIR4283-2	microRNA 4283-2	HGNC:38296	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38296	RNA, micro	Approved
gene	MIR4284	microRNA 4284	HGNC:38322	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38322	RNA, micro	Approved
gene	MIR4285	microRNA 4285	HGNC:38337	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38337	RNA, micro	Approved
gene	MIR4286	microRNA 4286	HGNC:38186	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38186	RNA, micro	Approved
gene	MIR4287	microRNA 4287	HGNC:38208	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38208	RNA, micro	Approved
gene	MIR4288	microRNA 4288	HGNC:38203	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38203	RNA, micro	Approved
gene	MIR4289	microRNA 4289	HGNC:38278	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38278	RNA, micro	Approved
gene	MIR4290	microRNA 4290	HGNC:38360	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38360	RNA, micro	Approved
gene	MIR4291	microRNA 4291	HGNC:38267	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38267	RNA, micro	Approved
gene	MIR4292	microRNA 4292	HGNC:38348	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38348	RNA, micro	Approved
gene	MIR4293	microRNA 4293	HGNC:38270	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38270	RNA, micro	Approved
gene	MIR4294	microRNA 4294	HGNC:38180	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38180	RNA, micro	Approved
gene	MIR4295	microRNA 4295	HGNC:38220	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38220	RNA, micro	Approved
gene	MIR4296	microRNA 4296	HGNC:38178	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38178	RNA, micro	Approved
gene	MIR4297	microRNA 4297	HGNC:38393	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38393	RNA, micro	Approved
gene	MIR4298	microRNA 4298	HGNC:38313	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38313	RNA, micro	Approved
gene	MIR4299	microRNA 4299	HGNC:38329	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38329	RNA, micro	Approved
gene	MIR4300	microRNA 4300	HGNC:38184	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38184	RNA, micro	Approved
gene	MIR4301	microRNA 4301	HGNC:38323	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38323	RNA, micro	Approved
gene	MIR4302	microRNA 4302	HGNC:38185	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38185	RNA, micro	Approved
gene	MIR4303	microRNA 4303	HGNC:38256	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38256	RNA, micro	Approved
gene	MIR4304	microRNA 4304	HGNC:38276	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38276	RNA, micro	Approved
gene	MIR4305	microRNA 4305	HGNC:38301	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38301	RNA, micro	Approved
gene	MIR4306	microRNA 4306	HGNC:38350	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38350	RNA, micro	Approved
gene	MIR4307	microRNA 4307	HGNC:38257	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38257	RNA, micro	Approved
gene	MIR4308	microRNA 4308	HGNC:38206	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38206	RNA, micro	Approved
gene	MIR4309	microRNA 4309	HGNC:38336	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38336	RNA, micro	Approved
gene	MIR4310	microRNA 4310	HGNC:38383	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38383	RNA, micro	Approved
gene	MIR4311	microRNA 4311	HGNC:38207	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38207	RNA, micro	Approved
gene	MIR4312	microRNA 4312	HGNC:38376	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38376	RNA, micro	Approved
gene	MIR4313	microRNA 4313	HGNC:38310	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38310	RNA, micro	Approved
gene	MIR4314	microRNA 4314	HGNC:38191	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38191	RNA, micro	Approved
gene	MIR4315-1	microRNA 4315-1	HGNC:38342	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38342	RNA, micro	Approved
gene	MIR4315-2	microRNA 4315-2	HGNC:38356	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38356	RNA, micro	Approved
gene	MIR4316	microRNA 4316	HGNC:38306	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38306	RNA, micro	Approved
gene	MIR4317	microRNA 4317	HGNC:38260	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38260	RNA, micro	Approved
gene	MIR4318	microRNA 4318	HGNC:38333	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38333	RNA, micro	Approved
gene	MIR4319	microRNA 4319	HGNC:38212	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38212	RNA, micro	Approved
gene	MIR4320	microRNA 4320	HGNC:38369	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38369	RNA, micro	Approved
gene	MIR4321	microRNA 4321	HGNC:38244	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38244	RNA, micro	Approved
gene	MIR4322	microRNA 4322	HGNC:38261	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38261	RNA, micro	Approved
gene	MIR4323	microRNA 4323	HGNC:38394	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38394	RNA, micro	Approved
gene	MIR4324	microRNA 4324	HGNC:38392	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38392	RNA, micro	Approved
gene	MIR4325	microRNA 4325	HGNC:38304	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38304	RNA, micro	Approved
gene	MIR4326	microRNA 4326	HGNC:38314	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38314	RNA, micro	Approved
gene	MIR4327	microRNA 4327	HGNC:38355	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38355	RNA, micro	Approved
gene	MIR4328	microRNA 4328	HGNC:38280	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38280	RNA, micro	Approved
gene	MIR4329	microRNA 4329	HGNC:38290	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38290	RNA, micro	Approved
gene	MIR4330	microRNA 4330	HGNC:38273	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38273	RNA, micro	Approved
gene	MIR4417	microRNA 4417	HGNC:41535	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41535	RNA, micro	Entry Withdrawn
gene	MIR4418	microRNA 4418	HGNC:41789	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41789	RNA, micro	Approved
gene	MIR4419A	microRNA 4419a	HGNC:41828	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41828	RNA, micro	Entry Withdrawn
gene	MIR4419B	microRNA 4419b	HGNC:41724	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41724	RNA, micro	Entry Withdrawn
gene	MIR4420	microRNA 4420	HGNC:41772	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41772	RNA, micro	Approved
gene	MIR4421	microRNA 4421	HGNC:41879	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41879	RNA, micro	Approved
gene	MIR4422	microRNA 4422	HGNC:41654	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41654	RNA, micro	Approved
gene	MIR4423	microRNA 4423	HGNC:41784	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41784	RNA, micro	Approved
gene	MIR4424	microRNA 4424	HGNC:41805	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41805	RNA, micro	Approved
gene	MIR4425	microRNA 4425	HGNC:41891	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41891	RNA, micro	Approved
gene	MIR4426	microRNA 4426	HGNC:41848	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41848	RNA, micro	Approved
gene	MIR4427	microRNA 4427	HGNC:41678	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41678	RNA, micro	Approved
gene	MIR4428	microRNA 4428	HGNC:41667	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41667	RNA, micro	Approved
gene	MIR4429	microRNA 4429	HGNC:41579	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41579	RNA, micro	Approved
gene	MIR4430	microRNA 4430	HGNC:41646	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41646	RNA, micro	Approved
gene	MIR4431	microRNA 4431	HGNC:41738	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41738	RNA, micro	Approved
gene	MIR4432	microRNA 4432	HGNC:41649	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41649	RNA, micro	Approved
gene	MIR4433A	microRNA 4433a	HGNC:41634	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41634	RNA, micro	Approved
gene	MIR4433B	microRNA 4433b	HGNC:50258	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50258	RNA, micro	Approved
gene	MIR4434	microRNA 4434	HGNC:41832	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41832	RNA, micro	Approved
gene	MIR4435-1	microRNA 4435-1	HGNC:41713	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41713	RNA, micro	Approved
gene	MIR4435-2	microRNA 4435-2	HGNC:41837	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41837	RNA, micro	Approved
gene	MIR4436A	microRNA 4436a	HGNC:41762	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41762	RNA, micro	Approved
gene	MIR4436B1	microRNA 4436b-1	HGNC:41587	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41587	RNA, micro	Approved
gene	MIR4436B2	microRNA 4436b-2	HGNC:43451	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43451	RNA, micro	Approved
gene	MIR4437	microRNA 4437	HGNC:41715	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41715	RNA, micro	Approved
gene	MIR4438	microRNA 4438	HGNC:41555	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41555	RNA, micro	Approved
gene	MIR4439	microRNA 4439	HGNC:41622	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41622	RNA, micro	Approved
gene	MIR4440	microRNA 4440	HGNC:41740	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41740	RNA, micro	Approved
gene	MIR4441	microRNA 4441	HGNC:41728	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41728	RNA, micro	Approved
gene	MIR4442	microRNA 4442	HGNC:41718	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41718	RNA, micro	Approved
gene	MIR4443	microRNA 4443	HGNC:41830	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41830	RNA, micro	Approved
gene	MIR4444-1	microRNA 4444-1	HGNC:41710	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41710	RNA, micro	Approved
gene	MIR4444-2	microRNA 4444-2	HGNC:43481	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43481	RNA, micro	Approved
gene	MIR4445	microRNA 4445	HGNC:41614	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41614	RNA, micro	Approved
gene	MIR4446	microRNA 4446	HGNC:41700	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41700	RNA, micro	Approved
gene	MIR4447	microRNA 4447	HGNC:41850	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41850	RNA, micro	Approved
gene	MIR4448	microRNA 4448	HGNC:41604	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41604	RNA, micro	Approved
gene	MIR4449	microRNA 4449	HGNC:41864	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41864	RNA, micro	Approved
gene	MIR4450	microRNA 4450	HGNC:41725	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41725	RNA, micro	Approved
gene	MIR4451	microRNA 4451	HGNC:41858	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41858	RNA, micro	Approved
gene	MIR4452	microRNA 4452	HGNC:41539	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41539	RNA, micro	Approved
gene	MIR4453	microRNA 4453	HGNC:41892	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41892	RNA, micro	Approved
gene	MIR4454	microRNA 4454	HGNC:41553	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41553	RNA, micro	Approved
gene	MIR4455	microRNA 4455	HGNC:41536	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41536	RNA, micro	Approved
gene	MIR4456	microRNA 4456	HGNC:41606	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41606	RNA, micro	Approved
gene	MIR4457	microRNA 4457	HGNC:41554	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41554	RNA, micro	Approved
gene	MIR4458	microRNA 4458	HGNC:41674	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41674	RNA, micro	Approved
gene	MIR4459	microRNA 4459	HGNC:41551	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41551	RNA, micro	Entry Withdrawn
gene	MIR4460	microRNA 4460	HGNC:41795	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41795	RNA, micro	Approved
gene	MIR4461	microRNA 4461	HGNC:41656	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41656	RNA, micro	Entry Withdrawn
gene	MIR4462	microRNA 4462	HGNC:41549	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41549	RNA, micro	Approved
gene	MIR4463	microRNA 4463	HGNC:41665	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41665	RNA, micro	Approved
gene	MIR4464	microRNA 4464	HGNC:41528	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41528	RNA, micro	Approved
gene	MIR4465	microRNA 4465	HGNC:41842	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41842	RNA, micro	Approved
gene	MIR4466	microRNA 4466	HGNC:41726	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41726	RNA, micro	Approved
gene	MIR4467	microRNA 4467	HGNC:41896	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41896	RNA, micro	Approved
gene	MIR4468	microRNA 4468	HGNC:41533	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41533	RNA, micro	Approved
gene	MIR4469	microRNA 4469	HGNC:41556	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41556	RNA, micro	Approved
gene	MIR4470	microRNA 4470	HGNC:41833	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41833	RNA, micro	Approved
gene	MIR4471	microRNA 4471	HGNC:41657	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41657	RNA, micro	Approved
gene	MIR4472-1	microRNA 4472-1	HGNC:41644	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41644	RNA, micro	Approved
gene	MIR4472-2	microRNA 4472-2	HGNC:41752	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41752	RNA, micro	Approved
gene	MIR4473	microRNA 4473	HGNC:41540	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41540	RNA, micro	Approved
gene	MIR4474	microRNA 4474	HGNC:41821	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41821	RNA, micro	Approved
gene	MIR4475	microRNA 4475	HGNC:41697	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41697	RNA, micro	Approved
gene	MIR4476	microRNA 4476	HGNC:41793	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41793	RNA, micro	Approved
gene	MIR4477A	microRNA 4477a	HGNC:41859	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41859	RNA, micro	Approved
gene	MIR4477B	microRNA 4477b	HGNC:41898	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41898	RNA, micro	Approved
gene	MIR4478	microRNA 4478	HGNC:41759	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41759	RNA, micro	Approved
gene	MIR4479	microRNA 4479	HGNC:41767	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41767	RNA, micro	Approved
gene	MIR4480	microRNA 4480	HGNC:41716	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41716	RNA, micro	Approved
gene	MIR4481	microRNA 4481	HGNC:41781	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41781	RNA, micro	Approved
gene	MIR4482	microRNA 4482	HGNC:41792	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41792	RNA, micro	Approved
gene	MIR4483	microRNA 4483	HGNC:41761	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41761	RNA, micro	Approved
gene	MIR4484	microRNA 4484	HGNC:41799	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41799	RNA, micro	Approved
gene	MIR4485	microRNA 4485	HGNC:41628	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41628	RNA, micro	Approved
gene	MIR4486	microRNA 4486	HGNC:41566	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41566	RNA, micro	Approved
gene	MIR4487	microRNA 4487	HGNC:41851	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41851	RNA, micro	Approved
gene	MIR4488	microRNA 4488	HGNC:41599	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41599	RNA, micro	Approved
gene	MIR4489	microRNA 4489	HGNC:41685	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41685	RNA, micro	Approved
gene	MIR4490	microRNA 4490	HGNC:41871	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41871	RNA, micro	Approved
gene	MIR4491	microRNA 4491	HGNC:41808	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41808	RNA, micro	Approved
gene	MIR4492	microRNA 4492	HGNC:41563	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41563	RNA, micro	Approved
gene	MIR4493	microRNA 4493	HGNC:41778	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41778	RNA, micro	Approved
gene	MIR4494	microRNA 4494	HGNC:41731	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41731	RNA, micro	Approved
gene	MIR4495	microRNA 4495	HGNC:41693	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41693	RNA, micro	Approved
gene	MIR4496	microRNA 4496	HGNC:41569	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41569	RNA, micro	Approved
gene	MIR4497	microRNA 4497	HGNC:41737	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41737	RNA, micro	Approved
gene	MIR4498	microRNA 4498	HGNC:41838	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41838	RNA, micro	Approved
gene	MIR4499	microRNA 4499	HGNC:41739	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41739	RNA, micro	Approved
gene	MIR4500	microRNA 4500	HGNC:41853	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41853	RNA, micro	Approved
gene	MIR4501	microRNA 4501	HGNC:41650	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41650	RNA, micro	Approved
gene	MIR4502	microRNA 4502	HGNC:41534	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41534	RNA, micro	Approved
gene	MIR4503	microRNA 4503	HGNC:41675	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41675	RNA, micro	Approved
gene	MIR4504	microRNA 4504	HGNC:41624	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41624	RNA, micro	Approved
gene	MIR4505	microRNA 4505	HGNC:41743	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41743	RNA, micro	Approved
gene	MIR4506	microRNA 4506	HGNC:41663	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41663	RNA, micro	Approved
gene	MIR4507	microRNA 4507	HGNC:41642	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41642	RNA, micro	Approved
gene	MIR4508	microRNA 4508	HGNC:41659	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41659	RNA, micro	Approved
gene	MIR4509-1	microRNA 4509-1	HGNC:41860	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41860	RNA, micro	Approved
gene	MIR4509-2	microRNA 4509-2	HGNC:41537	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41537	RNA, micro	Approved
gene	MIR4509-3	microRNA 4509-3	HGNC:41610	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41610	RNA, micro	Approved
