Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RF00876-006","","RNA Gene","","2","GC17P093955","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-006"
"RF00876-007","","RNA Gene","","2","GC17M075284","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-007"
"RF00876-009","","RNA Gene","","2","GC02M119197","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-009"
"RF00876-011","","RNA Gene","","2","GC20P009886","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-011"
"RF00876-012","","RNA Gene","","2","GC03P033216","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-012"
"RF00876-013","","RNA Gene","","2","GC05M076474","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-013"
"RF00876-018","","RNA Gene","","2","GC06P017676","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-018"
"RF00876-019","","RNA Gene","","2","GC06M087076","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-019"
"RF00876-022","","RNA Gene","","2","GC06P149402","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-022"
"RF00876-023","","RNA Gene","","2","GC07P055734","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-023"
"RF00876-024","","RNA Gene","","2","GC07M153143","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-024"
"RF00876-027","","RNA Gene","","2","GC08M097857","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-027"
"RF00876-029","","RNA Gene","","2","GC09P023635","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-029"
"RF00876-030","","RNA Gene","","2","GC0XM115730","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-030"
"RF00876-031","","RNA Gene","","2","GC0XM147614","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00876-031"
"RF00882-001","","RNA Gene","","2","GC10M013262","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00882-001"
"RF00882-002","","RNA Gene","","2","GC11P005856","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00882-002"
"RF00906-001","","RNA Gene","","2","GC04P100105","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00906-001"
"RF00906-002","","RNA Gene","","2","GC04M100105","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00906-002"
"RF00907-001","","RNA Gene","","2","GC20P066417","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00907-001"
"RF00907-002","","RNA Gene","","2","GC20P066418","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00907-002"
"RF00911-001","","RNA Gene","","2","GC07P068387","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00911-001"
"RF00951-006","","RNA Gene","","2","GC01M030281","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-006"
"RF00951-007","","RNA Gene","","2","GC01M034362","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-007"
"RF00951-008","","RNA Gene","","2","GC01M084794","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-008"
"RF00951-009","","RNA Gene","","2","GC01M146842","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-009"
"RF00951-011","","RNA Gene","","2","GC01M230989","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-011"
"RF00951-016","","RNA Gene","","2","GC10P066773","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-016"
"RF00951-018","","RNA Gene","","2","GC10M099581","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-018"
"RF00951-020","","RNA Gene","","2","GC11P036766","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-020"
"RF00951-021","","RNA Gene","","2","GC11P101739","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-021"
"RF00951-026","","RNA Gene","","2","GC12P111074","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-026"
"RF00951-027","","RNA Gene","","2","GC12P118072","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-027"
"RF00951-029","","RNA Gene","","2","GC12P130053","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-029"
"RF00951-032","","RNA Gene","","2","GC13P044347","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-032"
"RF00951-034","","RNA Gene","","2","GC14M048494","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-034"
"RF00951-038","","RNA Gene","","2","GC14P098434","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-038"
"RF00951-040","","RNA Gene","","2","GC15M144134","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-040"
"RF00951-044","","RNA Gene","","2","GC15M091629","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-044"
"RF00951-049","","RNA Gene","","2","GC16P070873","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-049"
"RF00951-053","","RNA Gene","","2","GC17P056199","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-053"
"RF00951-054","","RNA Gene","","2","GC17P069009","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-054"
"RF00951-055","","RNA Gene","","2","GC17P074307","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-055"
"RF00951-058","","RNA Gene","","2","GC18M052118","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-058"
"RF00951-061","","RNA Gene","","2","GC19P095460","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-061"
"RF00951-065","","RNA Gene","","2","GC02P039595","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-065"
"RF00951-067","","RNA Gene","","2","GC02P045030","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-067"
"RF00951-070","","RNA Gene","","2","GC02P080048","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-070"
"RF00951-076","","RNA Gene","","2","GC02P171618","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-076"
"RF00951-077","","RNA Gene","","2","GC02M176384","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-077"
"RF00951-078","","RNA Gene","","2","GC02M187191","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-078"
"RF00951-089","","RNA Gene","","2","GC20P040641","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-089"
"RF00951-091","","RNA Gene","","2","GC20P052436","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-091"
"RF00951-095","","RNA Gene","","2","GC20P058069","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-095"
"RF00951-097","","RNA Gene","","2","GC21P044480","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-097"
"RF00951-100","","RNA Gene","","2","GC22P032056","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-100"
"RF00951-101","","RNA Gene","","2","GC22P034056","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-101"
"RF00951-102","","RNA Gene","","2","GC22M034246","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-102"
"RF00951-104","","RNA Gene","","2","GC03P029550","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-104"
"RF00951-106","","RNA Gene","","2","GC03P055035","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-106"
"RF00951-107","","RNA Gene","","2","GC03P057452","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-107"
"RF00951-111","","RNA Gene","","2","GC03M133478","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-111"
"RF00951-114","","RNA Gene","","2","GC04P002196","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-114"
"RF00951-115","","RNA Gene","","2","GC04P016799","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-115"
"RF00951-117","","RNA Gene","","2","GC04M035266","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-117"
"RF00951-118","","RNA Gene","","2","GC04P070181","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-118"
"RF00951-122","","RNA Gene","","2","GC04M159001","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-122"
"RF00951-123","","RNA Gene","","2","GC04P189972","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-123"
"RF00951-127","","RNA Gene","","2","GC06P015794","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-127"
"RF00951-128","","RNA Gene","","2","GC06M069890","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-128"
"RF00951-129","","RNA Gene","","2","GC06P100051","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-129"
"RF00951-130","","RNA Gene","","2","GC06P120040","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-130"
"RF00951-132","","RNA Gene","","2","GC07M032441","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-132"
"RF00951-134","","RNA Gene","","2","GC07P073650","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-134"
"RF00951-136","","RNA Gene","","2","GC07M091399","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-136"
"RF00951-138","","RNA Gene","","2","GC07P117981","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-138"
"RF00951-140","","RNA Gene","","2","GC07M129795","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-140"
"RF00951-141","","RNA Gene","","2","GC07M131853","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-141"
"RF00951-142","","RNA Gene","","2","GC07P137212","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-142"
"RF00951-143","","RNA Gene","","2","GC07P156152","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-143"
"RF00951-144","","RNA Gene","","2","GC08M021229","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-144"
"RF00951-147","","RNA Gene","","2","GC08M093233","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-147"
"RF00951-150","","RNA Gene","","2","GC08P102498","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-150"
"RF00951-151","","RNA Gene","","2","GC08M108892","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-151"
"RF00951-152","","RNA Gene","","2","GC08M121556","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-152"
"RF00951-153","","RNA Gene","","2","GC09P008712","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-153"
"RF00951-157","","RNA Gene","","2","GC09M118166","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-157"
"RF00951-161","","RNA Gene","","2","GC0XP008128","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-161"
"RF00951-162","","RNA Gene","","2","GC0XP012234","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-162"
"RF00951-163","","RNA Gene","","2","GC0XM014704","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-163"
"RF00951-164","","RNA Gene","","2","GC0XM014767","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-164"
"RF00951-165","","RNA Gene","","2","GC0XP020573","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-165"
"RF00951-167","","RNA Gene","","2","GC0XP039740","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-167"
"RF00951-168","","RNA Gene","","2","GC0XP044267","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-168"
"RF00951-169","","RNA Gene","","2","GC0XP138772","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00951-169"
"RF00952-001","","RNA Gene","","2","GC22P064216","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-001"
"RF00952-002","","RNA Gene","","2","GC22P064217","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-002"
"RF00952-003","","RNA Gene","","2","GC22P064218","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-003"
"RF00952-005","","RNA Gene","","2","GC22P064220","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-005"
"RF00952-008","","RNA Gene","","2","GC22P064223","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-008"
"RF00952-009","","RNA Gene","","2","GC22P064224","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-009"
"RF00952-010","","RNA Gene","","2","GC22P064225","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-010"
"RF00952-011","","RNA Gene","","2","GC22P064226","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-011"
"RF00952-012","","RNA Gene","","2","GC22P064227","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-012"
"RF00952-013","","RNA Gene","","2","GC22P064228","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-013"
"RF00952-014","","RNA Gene","","2","GC22P064229","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-014"
"RF00952-016","","RNA Gene","","2","GC22P064231","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00952-016"
"RF00957-002","","RNA Gene","","2","GC16P061057","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00957-002"
"RF00957-010","","RNA Gene","","2","GC0YP010399","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00957-010"
"RF00989-001","","RNA Gene","","2","GC10P068262","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00989-001"
"RF00989-003","","RNA Gene","","2","GC04M109881","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00989-003"
"RF00994-003","","RNA Gene","","2","GC01M014565","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-003"
"RF00994-005","","RNA Gene","","2","GC01P028255","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-005"
"RF00994-006","","RNA Gene","","2","GC01M032801","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-006"
"RF00994-007","","RNA Gene","","2","GC01P033555","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-007"
"RF00994-010","","RNA Gene","","2","GC01P040521","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-010"
"RF00994-012","","RNA Gene","","2","GC01M049112","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-012"
"RF00994-013","","RNA Gene","","2","GC01P050872","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-013"
"RF00994-015","","RNA Gene","","2","GC01M056047","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-015"
"RF00994-021","","RNA Gene","","2","GC01M066762","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-021"
"RF00994-022","","RNA Gene","","2","GC01M071194","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-022"
"RF00994-023","","RNA Gene","","2","GC01P072204","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-023"
"RF00994-024","","RNA Gene","","2","GC01P074304","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-024"
"RF00994-026","","RNA Gene","","2","GC01M081180","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-026"
"RF00994-028","","RNA Gene","","2","GC01M083021","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-028"
"RF00994-029","","RNA Gene","","2","GC01M083176","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-029"
"RF00994-030","","RNA Gene","","2","GC01M083307","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-030"
"RF00994-039","","RNA Gene","","2","GC01M097392","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-039"
"RF00994-040","","RNA Gene","","2","GC01M097477","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-040"
"RF00994-041","","RNA Gene","","2","GC01M101554","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-041"
"RF00994-042","","RNA Gene","","2","GC01M103447","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-042"
"RF00994-043","","RNA Gene","","2","GC01P105149","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-043"
"RF00994-044","","RNA Gene","","2","GC01M106611","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-044"
"RF00994-045","","RNA Gene","","2","GC01M111355","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-045"
"RF00994-046","","RNA Gene","","2","GC01P113368","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-046"
"RF00994-050","","RNA Gene","","2","GC01P117469","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-050"
"RF00994-051","","RNA Gene","","2","GC01P121175","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-051"
"RF00994-052","","RNA Gene","","2","GC01P158090","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-052"
"RF00994-053","","RNA Gene","","2","GC01M145104","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-053"
"RF00994-054","","RNA Gene","","2","GC01P158336","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-054"
"RF00994-055","","RNA Gene","","2","GC01P152382","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-055"
"RF00994-056","","RNA Gene","","2","GC01M152641","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-056"
"RF00994-057","","RNA Gene","","2","GC01M152888","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-057"
"RF00994-058","","RNA Gene","","2","GC01P158725","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-058"
"RF00994-060","","RNA Gene","","2","GC01M159255","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-060"
"RF00994-062","","RNA Gene","","2","GC01P165986","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-062"
"RF00994-063","","RNA Gene","","2","GC01P168663","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-063"
"RF00994-064","","RNA Gene","","2","GC01P171628","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-064"
"RF00994-068","","RNA Gene","","2","GC01P177260","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-068"
"RF00994-069","","RNA Gene","","2","GC01P180411","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-069"
"RF00994-070","","RNA Gene","","2","GC01M181564","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-070"
"RF00994-071","","RNA Gene","","2","GC01P184078","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-071"
"RF00994-072","","RNA Gene","","2","GC01P184265","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-072"
"RF00994-075","","RNA Gene","","2","GC01M195501","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-075"
"RF00994-076","","RNA Gene","","2","GC01M195593","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-076"
"RF00994-077","","RNA Gene","","2","GC01M195873","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-077"
"RF00994-079","","RNA Gene","","2","GC01M202980","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-079"
"RF00994-080","","RNA Gene","","2","GC01M203375","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-080"
"RF00994-082","","RNA Gene","","2","GC01P206027","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-082"
"RF00994-083","","RNA Gene","","2","GC01P206194","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-083"
"RF00994-087","","RNA Gene","","2","GC01P213758","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-087"
"RF00994-088","","RNA Gene","","2","GC01M213775","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-088"
"RF00994-091","","RNA Gene","","2","GC01M214741","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-091"
"RF00994-094","","RNA Gene","","2","GC01M222133","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-094"
"RF00994-096","","RNA Gene","","2","GC01M225124","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-096"
"RF00994-1000","","RNA Gene","","2","GC07M057808","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1000"
"RF00994-1002","","RNA Gene","","2","GC07M067312","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1002"
"RF00994-1004","","RNA Gene","","2","GC07M070852","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1004"
"RF00994-1005","","RNA Gene","","2","GC07P071001","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1005"
"RF00994-1006","","RNA Gene","","2","GC07M072134","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1006"
"RF00994-1008","","RNA Gene","","2","GC07M076772","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1008"
"RF00994-1011","","RNA Gene","","2","GC07P082028","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1011"
"RF00994-1012","","RNA Gene","","2","GC07P086373","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1012"
"RF00994-1013","","RNA Gene","","2","GC07M087682","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1013"
"RF00994-1014","","RNA Gene","","2","GC07P089190","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1014"
"RF00994-1015","","RNA Gene","","2","GC07P089768","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1015"
"RF00994-1016","","RNA Gene","","2","GC07M090502","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1016"
"RF00994-1018","","RNA Gene","","2","GC07P097676","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1018"
"RF00994-1020","","RNA Gene","","2","GC07P104358","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1020"
"RF00994-1021","","RNA Gene","","2","GC07P103203","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1021"
"RF00994-1022","","RNA Gene","","2","GC07P104881","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1022"
"RF00994-1024","","RNA Gene","","2","GC07M123561","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1024"
"RF00994-1025","","RNA Gene","","2","GC07M124340","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1025"
"RF00994-1026","","RNA Gene","","2","GC07P125240","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1026"
"RF00994-1028","","RNA Gene","","2","GC07M126710","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1028"
"RF00994-1029","","RNA Gene","","2","GC07M126870","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1029"
"RF00994-1031","","RNA Gene","","2","GC07P127171","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1031"
"RF00994-1032","","RNA Gene","","2","GC07M131402","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1032"
"RF00994-1033","","RNA Gene","","2","GC07M138291","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1033"
"RF00994-1035","","RNA Gene","","2","GC07M138592","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1035"
"RF00994-1039","","RNA Gene","","2","GC07P140903","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1039"
"RF00994-1040","","RNA Gene","","2","GC07M145430","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1040"
"RF00994-1042","","RNA Gene","","2","GC07P153353","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1042"
"RF00994-1044","","RNA Gene","","2","GC07P158482","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1044"
"RF00994-1045","","RNA Gene","","2","GC08P003937","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1045"
"RF00994-1046","","RNA Gene","","2","GC08P005643","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1046"
"RF00994-1047","","RNA Gene","","2","GC08M005862","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1047"
"RF00994-1049","","RNA Gene","","2","GC08M009111","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1049"
